Business Id,Business Name,Address,Take-out,Wi-Fi,Alcohol,Good for Kids,Parking,Good For Lunch,Good For Dinner,Good For Dessert,Good For Latenight,Good For Brunch,Good For Breakfast,Stars
IvgKdlte_JNdd17XRxkOrg,Restaurant,4109 Penn Ave Lawrenceville Pittsburgh PA 15224,1,0,1,0,1,0,1,0,0,0,0,4.0,
bDK_jzy3Shx7jfn8_plNoA,Restaurant,4512 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,0,0,0,0,0,4.0,
PhIGoo9g6GBrqgH_6yZXXQ,Restaurant,5147 Penn Ave Garfield Pittsburgh PA 15224,1,0,1,0,1,0,1,0,0,0,0,4.0,
uBW3PIKqc-_eyG1_vdJn1w,Restaurant,4917 Penn Ave Garfield Pittsburgh PA 15224,1,0,1,0,1,0,0,0,0,0,0,4.0,
DsxLIr-b6WlDn9YNsVBu_A,Restaurant,237 Cedarville St Bloomfield Pittsburgh PA 15224,1,0,1,0,0,0,0,0,0,0,0,4.5,
FD6OocZdFUfE2J5H0WN4fA,Restaurant,4755 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,0,0,0,0,0,3.5,
LN3OCT1xOedbf65xKzFSNw,Restaurant,4320 Penn Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,1,0,0,0,0,4.0,
tQpYnf3P3Q_OQLYYJvlV-A,Restaurant,178 Pearl St Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,0,0,0,0,0,3.5,
KH6stvNdq_aV0HvKw8P5yA,Restaurant,4711 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,0,0,1,0,0,0,0,0,0,3.5,
34TBKRXYq1JHe4kYlHW2Eg,Restaurant,4741 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,0,0,0,0,0,0,0,4.0,
nUISXnW2Jo9ovnoFBIUY_Q,Restaurant,4744 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,1,0,0,0,0,2.5,
dxCqGkhtXq-9fYEsX7Mf6Q,Restaurant,4050 Penn Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,1,0,0,0,0,4.0,
--UE_y6auTgq3FXlvUMkbw,Restaurant,5221 Baum Blvd Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,0,0,0,0,1,3.5,
YTqSkgOiiI9HG3hNH7ovfg,Restaurant,4786 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,1,0,0,0,0,3.5,
vgXE1I7c9ElcfYyZfQiN1Q,Restaurant,4601 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,1,0,0,0,0,4.0,
-Nanlb7SYXObqQ6dZ49UOg,Restaurant,4729 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,1,0,0,0,0,3.0,
3zgswf_NfBJpeAoWeTkgMA,Restaurant,5135 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,1,0,0,0,0,4.0,
uOwuJJhGaiAzuaDY7-o14g,Restaurant,5200 Baum Blvd Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,0,0,0,0,0,3.5,
7XXmky6YYjsvKFwho_eavg,Restaurant,4617 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,1,0,0,0,0,3.5,
o_wRqOpli9kyZGXlJtLLdA,Restaurant,4613 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,0,0,0,0,0,0,1,4.0,
5MChfa-jZfMo3vBpolkSbw,Restaurant,5104 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,1,0,0,0,0,3.5,
YDCxBTJmF-lLCk1Qx8vDfg,Restaurant,4067 Penn Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,0,0,0,0,0,3.0,
sxeuOMBRllOHXJTaUlI9kQ,Restaurant,4627 Liberty Ave Bloomfield Pittsburgh PA 15224,1,0,1,0,1,0,1,0,0,0,0,4.0,
ptmsW2SSeFD2I6vspJs0lQ,Restaurant,3049 Sussex Ave Pittsburgh PA 15226,1,0,1,0,1,0,0,1,0,0,0,3.0,
r8jeeS3k_diihMDSu9IjlA,Restaurant,103 Capital Ave Beechview Pittsburgh PA 15226,1,0,1,0,1,0,1,0,0,0,0,4.0,
cH8I7JgPXcrcutT1a3YrjQ,Restaurant,1011 Brookline Blvd Brookline Pittsburgh PA 15226,1,0,0,0,1,0,0,0,0,0,0,4.5,
dQjaHoo89bLymdMm4S5_1g,Restaurant,530 Brookline Blvd Brookline Pittsburgh PA 15226,1,0,1,0,1,0,1,0,0,0,0,4.0,
UjJMQguryo1jypomvOCZgg,Restaurant,437 McNeilly Rd Pittsburgh PA 15226,1,0,1,0,1,0,0,0,0,0,0,3.5,
dpRsK3JyaD3GKorVWzQUmA,Restaurant,2410 W Liberty Ave Beechview Pittsburgh PA 15226,1,0,1,0,1,0,1,0,0,0,0,3.0,
aIzx9R8MN9VgSSJt1jy5TA,Restaurant,2500 W Liberty Ave Beechview Pittsburgh PA 15226,1,0,1,0,0,0,0,0,0,0,0,4.5,
vWnwaD-kykqiEc2Q0hbYsw,Restaurant,2518 W Liberty Ave Beechview Pittsburgh PA 15226,1,0,1,0,0,0,0,0,0,0,0,1.5,
T4D7wX6GuCYChwRmser-0A,Restaurant,956 Brookline Blvd Brookline Pittsburgh PA 15226,1,0,1,0,1,0,0,0,0,0,0,4.0,
cESul2ojJOjadz-7BKB5eg,Restaurant,437 McNeilly Rd Pittsburgh PA 15226,1,0,1,0,1,0,1,0,0,0,0,4.0,
xUf11yTcoRagwNiJcY8GAA,Restaurant,1 Poplar St Greentree Pittsburgh PA 15205,1,0,1,0,0,0,0,0,0,0,0,1.0,
hbFCv2Rginf9zjai-lKUNg,Restaurant,715 Washington Rd Pittsburgh PA 15228,1,0,1,0,1,0,1,0,0,0,0,4.0,
vs3UrHaSnzFOxmFU2UAfxQ,Restaurant,1500 Washington Rd Pittsburgh PA 15228,1,0,1,0,1,0,0,0,0,0,0,2.5,
6-rJjW6ITl5o_FliiNgZRA,Restaurant,703 Washington Rd Pittsburgh PA 15228,1,0,1,0,1,0,1,0,0,0,0,4.0,
mPlWLIA4pkHMRtlQDm6UyQ,Restaurant,636 Washington Rd Pittsburgh PA 15228,1,0,1,0,1,0,1,0,0,0,0,4.0,
sa3xqElJEv97MazozLeszw,Restaurant,713 Washington Rd Pittsburgh PA 15228,1,0,1,0,1,0,0,0,0,0,0,4.0,
MkrQV_nyxyC1F5ut5KxDMQ,Restaurant,1500 Washington Road Mount Lebanon PA 15228,1,0,1,0,0,0,0,0,0,0,0,3.5,
jJfTh2O3M2Q716akd9Dr9w,Restaurant,622 Washington Rd Pittsburgh PA 15228,1,0,1,0,1,0,0,0,0,0,0,3.5,
9SPwF-vRgtuHxciFxv5YLA,Restaurant,5847 Ellsworth Ave Shadyside Pittsburgh PA 15232,1,0,1,0,1,0,1,0,0,0,0,4.0,
Cy9XgM3ZG2jZ1ganvolb6Q,Restaurant,5847 Ellsworth Ave Shadyside Pittsburgh PA 15232,0,0,1,0,1,0,1,0,0,0,0,4.0,
rgmptwPbBH1wLpiBHcbIhA,Restaurant,5747 Ellsworth Ave Shadyside Pittsburgh PA 15232,1,0,1,0,1,0,1,0,0,0,0,3.5,
i_nkxbd7feg44QkdbG05UA,Restaurant,5533 Walnut St Shadyside Pittsburgh PA 15232,1,0,1,0,1,0,1,0,0,0,0,3.0,
vSZDiKiF8vf9zt_BcDL7GQ,Restaurant,739 Bellefonte St Shadyside Pittsburgh PA 15232,1,0,1,0,1,0,0,0,0,0,0,3.5,
DkX3YoxhH4uADsgVgQThew,Restaurant,5431 Walnut St Shadyside Pittsburgh PA 15232,1,0,1,0,1,0,1,0,0,0,0,3.0,
sQWSHCIH_HUT4HUXaxDaBA,Restaurant,806 S Aiken Ave Shadyside Pittsburgh PA 15232,1,0,0,0,0,0,0,0,0,0,0,3.0,
rUQfZOengMpXFkLvJrNJ3g,Restaurant,703 S Negley Ave Shadyside Pittsburgh PA 15232,0,0,1,0,1,0,0,0,0,0,0,4.5,
Oq5MyNxNi-xuXdPOWR9O_g,Restaurant,5442 Walnut St Shadyside Pittsburgh PA 15232,1,0,1,0,1,0,0,0,0,0,0,3.0,
xgK6AAhJ-cYBUCSaLzgTuw,Restaurant,733 Copeland St Shadyside Pittsburgh PA 15232,1,0,1,0,1,0,1,0,0,0,0,3.5,
Z-BI5HJmC2HcpiVuXwVM3A,Restaurant,5527 Walnut St Shadyside Pittsburgh PA 15232,1,0,1,0,1,0,0,0,0,0,0,4.0,
kxZIebwbpe_ddry6EKMdCg,Restaurant,815 S Aiken Ave Shadyside Pittsburgh PA 15232,1,0,1,0,1,0,0,0,0,0,0,4.0,
TxKmAsKQjND5vbhBdUSyIA,Restaurant,5527 Walnut St Shadyside Pittsburgh PA 15232,1,0,1,0,1,0,0,0,0,0,1,4.0,
cmGR1HS9ms233roSllcglw,Restaurant,732 Filbert St Shadyside Pittsburgh PA 15232,1,0,1,0,1,0,0,0,0,1,1,4.0,
rm1hBa1HPcLhUSwuincX2Q,Restaurant,5136 5th Ave Shadyside Pittsburgh PA 15232,0,0,1,0,1,0,0,0,0,0,0,3.0,
mXHBxHrAJPnPWnm_OKuZTQ,Restaurant,5422 Baum Blvd Bloomfield Pittsburgh PA 15232,1,0,1,0,1,0,0,0,0,0,0,2.5,
Q9BXMPu2HnRDMq9X_2rHrQ,Restaurant,5440 Walnut St Shadyside Pittsburgh PA 15232,1,0,1,0,1,0,1,0,0,0,0,3.0,
jeS38QWMVkA6S-4lMi1Frg,Restaurant,5500 Walnut St Shadyside Pittsburgh PA 15232,0,0,1,0,1,0,1,0,0,0,0,3.0,
cwyq1QIa4fNISUap4PCs_A,Restaurant,331 Mount Lebanon Blvd Pittsburgh PA 15234,1,0,0,0,0,0,0,0,0,0,0,3.5,
MFtTSa1OTC0rFxBxpXzKfg,Restaurant,4101 Library Rd Pittsburgh PA 15234,1,0,1,0,0,0,0,0,0,0,0,3.5,
q5g_zeAdwsZQp0p9GPnTJw,Restaurant,329 Mount Lebanon Blvd Castle Shannon PA 15234,1,0,1,0,1,0,0,0,0,0,0,4.5,
lI-LWQETbT8RivEHt-7jJg,Restaurant,3360 Library Rd Pittsburgh PA 15234,1,0,1,0,0,0,0,0,0,0,0,4.5,
jVVyiaDle64frINmX2hgqw,Restaurant,2513 Transport St Overbrook Pittsburgh PA 15234,1,0,0,0,0,0,0,0,0,0,0,2.5,
7QBJDNVH6VPAStSvOM_lZA,Restaurant,2739 Library Rd Overbrook Pittsburgh PA 15234,1,0,1,0,1,0,1,0,0,0,0,4.0,
Ln34kwDUNZPLhVhUqauLWQ,Restaurant,3107 Library Rd Pittsburgh PA 15234,1,0,1,0,1,0,0,0,0,0,0,3.0,
hxWwXE1mqNuSghYBr5bLWg,Restaurant,4851 Clairton Blvd Pittsburgh PA 15236,1,0,1,0,0,0,0,0,0,0,0,4.0,
WrP8KeKTlWcjqQPj2DJKGQ,Restaurant,1209 Streets Run Rd Pittsburgh PA 15236,1,0,1,0,0,0,0,0,0,0,0,4.0,
-tcf1WSfc2iNRf75AMW6pw,Restaurant,936 Freeport Rd Pittsburgh PA 15238,1,0,1,0,0,0,0,0,0,0,0,4.0,
dwz55gqPZwSBD74yFFb27g,Restaurant,1124 Freeport Rd Pittsburgh PA 15238,1,0,1,0,1,0,1,0,0,0,0,3.5,
rEpubmz577MOhpDmWPH1uw,Restaurant,1034 Freeport Rd Pittsburgh PA 15238,1,0,1,0,1,0,1,0,0,0,0,3.5,
ufyh6h4GsR-RYY2lC_Iz7w,Restaurant,364 Freeport Rd Pittsburgh PA 15238,1,0,1,0,1,0,1,0,0,0,0,2.5,
PFAOxw4Gl8gm7PGWvohCWg,Restaurant,2101 Greentree Rd Pittsburgh PA 15220,1,0,0,0,0,0,0,0,0,0,0,3.5,
Z6q8yxApM9wdnddzjcSUgQ,Restaurant,454 Salem Dr Delmont PA 15243,0,0,0,0,0,0,0,0,0,0,0,2.5,
xkrhaKM1YtiLEcorBI5zcQ,Restaurant,6928 W Wilkinson Blvd Belmont NC 28012,1,0,0,0,0,0,0,0,0,0,0,3.5,
EZrCQtZxiEo1kkAYt2EQqw,Restaurant,660 Park St Belmont NC 28012,1,0,0,0,0,0,0,0,0,0,0,2.0,
HPcrrz8uipPQyK-5zd6w9Q,Restaurant,685 Park St. Abbey Plaza Belmont NC 28012,1,0,1,0,0,0,0,0,0,0,0,3.0,
cbLaFQJOfzDy_TxMkPee9Q,Restaurant,417 Catawba St Belmont NC 28012,0,0,0,1,0,0,0,0,0,0,0,4.0,
W-2Tuk4uWYm5BsdlWju8wg,Restaurant,670 Park St Belmont NC 28012,1,0,1,0,1,0,0,0,0,0,0,3.0,
Gz2bNUss7Y_dyy_lRtVGEw,Restaurant,403 Catawba St Belmont NC 28012,1,0,0,0,0,0,0,0,0,0,0,3.5,
c-Pa13Lq1eB0VwLVoyJ7lg,Restaurant,6831 W Wilkinson Blvd Belmont NC 28012,1,0,1,0,0,0,0,0,0,0,0,2.5,
vtJAnB4gBgTJKv3mOnOF_w,Restaurant,6805 W Wilkinson Blvd Belmont NC 28012,1,0,1,0,0,0,0,0,0,0,0,4.0,
qJTHaHFKQIKXKX3I17Nw9w,Restaurant,505 N Main St Belmont NC 28012,1,0,1,0,0,0,0,0,0,0,0,2.0,
JkF2CPy63ivoK1FUqprQ7w,Restaurant,6517 W Wilkinson Blvd Belmont NC 28012,1,0,1,0,0,0,1,0,0,0,0,3.5,
OkV0BMQxRRYJ5t5sbeU93A,Restaurant,101 Kenwood St Belmont NC 28012,1,0,1,0,1,0,1,0,0,0,0,3.0,
qYuSoVBS_1i_btLzFefDeg,Restaurant,4520 Potters Rd Matthews NC 28104,1,0,1,0,1,0,0,0,0,0,0,4.0,
5vLVIomtminS_q8itJquEQ,Restaurant,4390 Potters Rd Matthews NC 28104,1,0,1,0,0,0,0,0,0,0,0,1.5,
HlvPa_iypwt5RwUHl-Dz3g,Restaurant,13661 Providence Rd Matthews NC 28104,1,0,0,0,0,0,0,0,0,0,0,3.0,
2kCgC1VAEs3K8SJ86S6Fog,Restaurant,13649 Providence Rd Matthews NC 28104,1,0,0,0,0,0,0,0,0,0,0,3.0,
2VuPoaFPktvtAqTX_Fzc-A,Restaurant,791 W Charlotte Ave Mount Holly NC 28120,1,0,1,0,0,0,0,0,0,0,0,4.0,
jyF0rwmQEIdDWVtP5vlf3w,Restaurant,205 Madora St Mount Holly NC 28120,1,0,1,0,0,0,0,0,0,0,0,4.0,
7F9e41xxk8Ipjmoou8C20A,Restaurant,349 W Charlotte Ave Mount Holly NC 28120,1,0,1,0,0,0,0,0,0,0,0,3.5,
Z2ks3quiwbkMDY1sVDW9OQ,Restaurant,704 S Main St Mount Holly NC 28120,1,0,1,0,0,0,0,0,0,0,0,2.5,
SW2i5cWNi-NyaOCqYlg49g,Restaurant,1610 S NC 16 Hwy Mount Holly NC 28120,0,0,0,0,0,0,0,0,0,0,0,4.0,
lX3XYcMWoRlHjrmkoGNefQ,Restaurant,9101 Pineville Matthews Rd Ste H Pineville NC 28134,1,0,1,0,1,0,0,0,0,0,0,4.0,
ji0VxQpFQvzzYMy9fY5fvw,Restaurant,11025 Carolina Place Pkwy Pineville NC 28134,1,0,0,0,0,0,0,0,0,0,0,3.0,
friprEn-aT_WmhmIF3pGmg,Restaurant,9101 Pineville-Matthews Rd. Pineville NC 28134,1,0,1,0,0,0,0,0,0,0,0,4.5,
2_0P2AmSSFtPgddio0MgYA,Restaurant,12101 Lancaster Hwy Pineville NC 28134,1,0,1,0,1,0,1,0,0,0,0,4.5,
BO0zz8gort7o-6KuecIv3Q,Restaurant,9415 Pineville-Matthews Road Pineville NC 28134,1,0,1,0,1,0,0,0,0,0,0,2.5,
_Bz6YWNI5bi0gqQI4GLvqQ,Restaurant,10610 Centrum Pkwy Ste I Pineville NC 28134,1,0,1,0,1,0,0,0,0,0,0,4.0,
DLvH3Ck9R8fO_I89maDNIA,Restaurant,10601 Centrum Pkwy Pineville NC 28134,1,0,1,0,0,0,0,0,0,0,0,3.0,
SVKC_-gIQFkHElZ6bFsE6g,Restaurant,10915 Carolina Place Pkwy Pineville NC 28134,1,0,1,0,1,0,1,0,0,0,0,3.0,
l2ynPEBj9S_yN9gjg32tBA,Restaurant,10917 Carolina Place Pkwy Pineville NC 28134,1,0,1,0,0,0,0,0,0,0,0,3.0,
AUDuCSWYzzRP3H2w7TxtuQ,Restaurant,10605 Centrum Parkway Pineville NC 28134,1,0,1,0,1,0,1,0,0,0,0,3.5,
Bvj-UP9khEzuwDIW7eJNOg,Restaurant,10610 Centrum Pkwy Pineville NC 28134,0,0,0,0,0,0,0,0,0,0,0,2.5,
Gw5POFxBRoJxN_ZYhk6lgQ,Restaurant,8706 Pineville-Matthews Road Suite 100 Charlotte NC 28226,1,0,1,0,0,0,0,0,0,0,0,4.0,
DE_11y6_vCmPBlbeYskh-Q,Restaurant,10921 Carolina Pl Pkwy Pineville NC 28134,1,0,0,0,0,0,0,0,0,0,0,3.0,
4WsTFTH8GgnyFHwrH9nHzA,Restaurant,9421 Pineville Matthews Rd Pineville NC 28134,1,0,1,0,1,0,0,0,0,0,0,2.5,
QMZe84KFyZy0IlCBb1v91A,Restaurant,9920 Leitner St Pineville NC 28134,1,0,1,0,1,0,1,0,0,0,0,3.0,
MMgjU4K0D9RLsb7BWEic4g,Restaurant,8510 Park Rd Charlotte NC 28210,0,0,0,0,0,0,0,0,0,0,0,4.5,
PVooCeYIrp9E2rtrL4R98g,Restaurant,11000 Nations Ford Rd Pineville NC 28134,1,0,1,0,1,0,0,0,0,0,1,4.0,
WqPjIMFcT9RTMUumaCvGsw,Restaurant,11200 Nations Ford Rd Pineville NC 28134,1,0,1,0,1,0,0,0,0,0,1,4.5,
D6sriF-ak-e5D_MTsPc3wg,Restaurant,597 N Polk St Pineville NC 28134,1,0,1,0,0,0,0,0,0,0,0,2.5,
5p3Tqyp19UowO0-dAFvxMw,Restaurant,9931 Lee St Pineville NC 28134,1,0,1,0,1,0,0,0,0,0,0,3.0,
T1jYZFB_7cqdhuvzpxfFWQ,Restaurant,9940 Pineville Matthews Rd Pineville NC 28134,1,0,1,0,1,0,0,0,0,1,1,3.0,
bpyWgtzGf-PiRsIUso8KKw,Restaurant,123 Main St Pineville NC 28134,1,0,1,0,0,0,0,0,0,0,0,3.5,
LT0AgHTpDifuHSXgyLmJwg,Restaurant,309 W 4th St Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,3.5,
USdRzNk14UdjZWFgBJb0wA,Restaurant,511 N Church St Fourth Ward Charlotte NC 28202,0,0,1,0,1,0,1,0,0,0,0,4.5,
ePP0Eqz8JKSbtdt2phiB4A,Restaurant,401 W 9th St Fourth Ward Charlotte NC 28202,1,0,1,0,1,0,1,0,0,0,0,4.0,
ASwN3Ih0Eh1oH0npLbzVjA,Restaurant,130 W 3rd St Uptown Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,4.0,
Lt9o2RmacVY2L-IWLA8uTg,Restaurant,227 W Trade St Charlotte NC 28202,0,0,1,0,1,0,1,0,0,0,0,4.0,
gpCtDCSXIoQx70cq9itfNA,Restaurant,425 S Tryon St Ste 140 Uptown Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,4.0,
-6JY1T0w4XETux5kGOj84g,Restaurant,330 N Tryon St First Ward Charlotte NC 28202,0,0,1,0,1,0,0,0,0,0,0,3.0,
WuCcv_Dyd_1B_1-4jwK7sQ,Restaurant,208 N Tryon St First Ward Charlotte NC 28202,1,0,1,0,1,0,1,0,0,0,0,3.5,
rT-iPtIXMKj3dTcl87lbOw,Restaurant,214 N Tryon St First Ward Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,4.0,
6eOtk-hsb6uz_5FTsb4tkA,Restaurant,525 N Tryon St Fourth Ward Charlotte NC 28202,0,0,0,0,0,0,0,0,0,0,0,3.5,
4glD2-evDFddHjQaEVpCPQ,Restaurant,8200 Providence Rd Suite 500 Arboretum Charlotte NC 28277,1,0,1,0,1,0,1,0,0,0,0,3.5,
U_RvpPJNn24oWJo07x2j7w,Restaurant,127 N Tryon St Ste 8 Fourth Ward Charlotte NC 28202,1,0,1,0,0,0,0,0,0,0,0,3.0,
ym9QwkmB5ZKTyj7q5huTDw,Restaurant,401 N Tryon St Ste 100 Fourth Ward Charlotte NC 28202,0,0,1,1,1,0,1,0,0,0,0,3.5,
OkPX0a9PUrhr6oNgE_FB_w,Restaurant,310 E Trade St Uptown Charlotte NC 28202,1,0,1,0,0,0,0,0,0,0,0,2.5,
QMX1ssofSveU3qhVAKLnXA,Restaurant,320 S Tryon St Uptown Charlotte NC 28202,1,0,1,0,0,0,0,0,0,0,0,3.5,
XzhsJecsCYj-Wc32zOWqmg,Restaurant,516 N Graham St Fourth Ward Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,3.5,
9fxTX1uyyYF4ugx68AG2sg,Restaurant,445 W Trade St Charlotte NC 28202,1,0,1,0,1,0,1,0,0,0,0,3.0,
utyqO_IVBAN8ULZmi52XaA,Restaurant,128 Brevard Ct Uptown Charlotte NC 28202,1,0,0,0,0,0,0,0,0,0,0,3.0,
9XKIFRBT-UTglX3wBGPAAA,Restaurant,310 E Trade St Uptown Charlotte NC 28202,1,0,1,0,0,0,0,0,0,0,0,4.0,
df7cda6f5lMADGnoVHd8pg,Restaurant,435 S Tryon St Ste 100 Uptown Charlotte NC 28202,1,0,1,0,1,0,1,0,0,0,0,4.0,
Heon0PS3J4RGmMa-VflCuA,Restaurant,Overstreet Mall 101 S Tryon St Fourth Ward Charlotte NC 28202,1,0,1,0,0,0,0,0,0,0,0,4.0,
-Am2JVkb7nwvBAUwSugG0A,Restaurant,235 N. Tryon Street Fourth Ward Charlotte NC 28202,0,0,1,0,0,0,1,0,0,0,0,3.5,
mpDxBBGywUE6GRRKja3sBA,Restaurant,214 N College St First Ward Charlotte NC 28202,1,0,1,0,1,0,1,0,0,0,0,4.0,
onv6-u283dEMVkFeAixYtw,Restaurant,145 Brevard Ct Uptown Charlotte NC 28202,1,0,1,0,0,0,0,0,0,0,0,3.0,
6ICGve6UyGPuLaGrKQBVuw,Restaurant,128 South Tryon Street Uptown Charlotte NC 28202,1,0,1,0,0,0,0,0,0,0,0,4.0,
NTfUFk8GyOLL1uPbEO-pVg,Restaurant,327 S Tryon St Uptown Charlotte NC 28202,1,0,1,0,1,0,1,0,0,0,0,4.0,
_CFgU43jk6pX1cm_Nc1vHw,Restaurant,1 Wachovia Ctr Uptown Charlotte NC 28202,0,0,0,0,0,0,0,0,0,0,0,4.0,
e8kqqWU9247Nn5VAF5sDkQ,Restaurant,214 N Tryon St First Ward Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,2.5,
SjsguOTm7kQ_B3QcfHH-3A,Restaurant,600 E 4th St Uptown Charlotte NC 28202,1,0,0,0,0,0,0,0,0,0,0,3.5,
z24h6ZYnZiWjlDTuLXG9jw,Restaurant,214 N Tryon St Ste J First Ward Charlotte NC 28202,0,0,1,0,1,0,1,0,0,0,0,4.5,
WYnveDiSEXLCeNkLZrXibQ,Restaurant,105 E 5th St First Ward Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,3.0,
EwuvZCcVHkICgTbqCEjikA,Restaurant,601 S Cedar St Uptown Charlotte NC 28202,1,0,1,0,1,0,1,0,0,0,0,3.0,
6SxAOEXHzNjWQMQ9Nnos3A,Restaurant,105 E 5th St First Ward Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,2.5,
kAid56AY_laxGYslMdsYJw,Restaurant,225 E 6th St First Ward Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,3.5,
CChwRoYVXA3QZulS8a6xOQ,Restaurant,201 N Tryon St Fourth Ward Charlotte NC 28202,1,0,1,0,1,0,1,0,0,0,0,4.5,
T998Ez8h8CeZg1eNVbG77w,Restaurant,123 W Trade St Charlotte NC 28202,0,0,1,0,0,0,0,0,0,0,0,3.5,
t5l-H2KdY4MQgLDMENz9WQ,Restaurant,214 N Church St Fourth Ward Charlotte NC 28202,0,0,1,0,1,0,0,0,0,0,0,3.5,
C9CF7p53Y0L5ErKRhhFhng,Restaurant,100 W Trade St Fourth Ward Charlotte NC 28202,1,0,1,0,1,0,1,0,0,0,0,4.0,
OOPBFViU0cl_GryJOEEUcg,Restaurant,800 E Morehead St Charlotte NC 28202,0,0,1,0,1,0,1,0,0,0,0,3.5,
-R7uChoaVzwNvPNMT1gOuw,Restaurant,320 S Tryon St Ste 111 Uptown Charlotte NC 28202,1,0,1,0,0,0,0,0,0,0,0,4.0,
R6bBcQaHFHHpndTzMEHjXA,Restaurant,Morrocroft Village 3904 Colony Rd South Park Charlotte NC 28211,1,0,1,0,0,0,1,0,0,0,0,4.0,
nkNdTqpv1m5GBKx8xrpluw,Restaurant,South Park Mall 4400 Sharon Rd South Park Charlotte NC 28211,1,0,1,0,1,0,0,0,0,0,0,4.5,
LUylwiKNsS7_iumytRgAmw,Restaurant,106 South Sharon Amity Road Cotswold Charlotte NC 28211,1,0,1,0,1,0,0,0,0,1,0,3.0,
TLrX4FECQDFz-E45TI_9ow,Restaurant,214 N Tryon St First Ward Charlotte NC 28202,1,0,1,0,1,0,1,0,0,0,0,3.5,
e5J3s-xxs1S6PPHJhldBEA,Restaurant,300 N College St First Ward Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,3.0,
DjnNu1sWHEJpNBnW7CSdzA,Restaurant,320 S Tryon St Ste 110 Uptown Charlotte NC 28202,0,0,0,0,0,0,0,0,0,0,0,2.5,
e2K0YQel5Fth0_vur2dN8w,Restaurant,401 S Tryon St Uptown Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,2.0,
qqVmZ3H7j06pcJFaSA4pcg,Restaurant,512 N Tryon St First Ward Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,4.5,
4-B5ou1FbGVjVEQd3FAoIA,Restaurant,516 N Graham St Fourth Ward Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,4.5,
Ak6ThDexfSFwoajgOpio8g,Restaurant,225 E Seventh Street First Ward Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,4.0,
eEMw81tZOYgW2xRX7o7W4g,Restaurant,129 W Trade St Ste 100 Charlotte NC 28202,0,0,1,0,0,0,0,0,0,0,0,3.5,
PowgfhnMrRKscqecHZdLzQ,Restaurant,118 W 5th St Fourth Ward Charlotte NC 28202,0,0,1,0,1,0,0,0,0,0,0,4.0,
376PDtBpGi74Os08TvCkhg,Restaurant,321 S Church St Uptown Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,3.0,
G5dIek0rXPTHlqlJpCNmpw,Restaurant,435 S Tryon St Uptown Charlotte NC 28202,1,0,1,0,1,0,1,0,0,0,0,2.5,
v96eOvQGYHukDu_UWqNl4A,Restaurant,1019 Alleghany St Charlotte NC 28208,1,0,1,0,1,0,0,0,0,0,0,4.0,
-dOhouYkZyKQnV45tJ7tKQ,Restaurant,8124 S Tryon St Steele Creek Charlotte NC 28273,1,0,1,0,0,0,0,0,0,0,0,2.5,
ePogmFFQkAy68Ne0VVUGBg,Restaurant,Tyvola Rd Charlotte NC 28202,1,0,1,0,0,0,1,0,0,0,0,2.5,
b856Q36EWKbwbm_XdJER8Q,Restaurant,8200 Providence Rd Suite 700 Arboretum Charlotte NC 28277,1,0,0,0,0,0,0,0,0,0,1,3.0,
